employee_id,name,department,position,salary,citizenship,date_of_hire,employment_status,performance_rating,education_level,project_involvement,benefits
927298,Dunn Leyban,Marketing,Bike Technician,"€33399,23",Irish,5/29/2023,Part-Time,4.0,Associate's,Implemented regular maintenance schedule,Gym membership
705539,Humfrey Rowatt,Marketing,Customer Service Manager,"€57690,45",Stamp 1,1/17/2024,Full-Time,2.9,Master's,Customer Support,Flexible work hours
911600,Sharon Kilpatrick,Operations,Operations Manager,"€30475,45",Stamp 4,8/20/2023,Full-Time,2.2,Associate's,Marketing Campaigns,Gym membership
759147,Edee Wilkinson,Customer Service,Bike Technician,"€60656,86",Stamp 1,5/8/2024,Full-Time,4.6,High School,Marketing Campaigns,Paid time off
763488,Loraine Attawell,Marketing,Customer Service Manager,"€31879,72",Stamp 1,5/10/2024,Temporary,4.5,Associate's,Social Media Campaigns,Flexible work hours
930245,Alejandrina Totterdell,Customer Service,Customer Support Agent,"€28418,92",Stamp 1,5/2/2024,Part-Time,2.7,High School,Social media takeover,Employee discounts
896029,Bibbie Zappel,Marketing,Customer Support Agent,"€57084,85",Stamp 4,1/22/2024,Temporary,2.7,Bachelor's,Social media takeover,Gym membership
953990,Horst Bianco,Marketing,Customer Support Agent,"€48701,59",Irish,5/16/2023,Part-Time,4.3,Master's,Social Media Campaigns,Employee discounts
774030,Ches Mungane,Marketing,Customer Service Manager,"€48547,73",Stamp 1,2/22/2024,Contract,2.5,Bachelor's,Marketing Campaigns,Employee discounts
789525,Peder Hildred,Operations,Maintenance Supervisor,"€51260,20",Irish,12/9/2023,Part-Time,3.2,Bachelor's,Customer Support,Gym membership
786945,Brook Fairman,Customer Service,Operations Manager,"€63606,56",Stamp 4,9/9/2023,Part-Time,4.3,Associate's,Social Media Campaigns,Employee stock options
789730,Haleigh Petigrew,Marketing,Operations Manager,"€36556,62",Stamp 1,9/8/2023,Contract,4.4,High School,Marketing Campaigns,Health insurance
734872,Bendix Humbee,Marketing,Customer Support Agent,"€59097,52",Stamp 4,2/9/2024,Full-Time,3.1,Bachelor's,Social Media Campaigns,Employee stock options
949954,Milena Hulburt,Marketing,Customer Service Manager,"€42861,72",Stamp 4,3/20/2024,Temporary,4.5,Master's,Social Media Campaigns,Gym membership
952535,Mada Murison,Marketing,Maintenance Supervisor,"€62989,55",Stamp 4,3/30/2024,Contract,2.5,High School,Marketing Campaigns,Employee stock options
707038,Guglielmo Alliban,Marketing,Customer Service Manager,"€41472,09",Stamp 1,11/1/2023,Full-Time,2.9,Master's,Social Media Campaigns,Gym membership
981153,Lianne Vickerman,Marketing,Maintenance Supervisor,"€64785,34",Irish,6/16/2023,Part-Time,2.5,High School,Customer Support,Employee stock options
892658,Jefferson Linham,Marketing,Operations Manager,"€62387,36",Irish,4/22/2024,Part-Time,4.0,Master's,Social Media Campaigns,Paid time off
730490,Whitaker De Beauchemp,Customer Service,Operations Manager,"€45740,84",Stamp 1,8/4/2023,Temporary,3.2,High School,Social Media Campaigns,Health insurance
834627,Marian Curnick,Customer Service,Marketing Manager,"€39016,52",Stamp 4,7/5/2023,Contract,3.9,Bachelor's,Implemented regular maintenance schedule,Paid time off
936723,Alford Gainforth,Operations,Maintenance Supervisor,"€31689,29",Irish,12/29/2023,Full-Time,2.1,High School,Bike Maintenance,Flexible work hours
914168,Carlota Warrilow,Customer Service,Marketing Manager,"€40756,20",Irish,9/24/2023,Part-Time,3.5,High School,Customer Support,Health insurance
811162,Nance Gunter,Marketing,Marketing Manager,"€49224,69",Stamp 4,7/20/2023,Temporary,3.3,Master's,Implemented regular maintenance schedule,Employee stock options
788887,Misty Luis,Marketing,Bike Technician,"€65005,94",Irish,1/11/2024,Contract,2.0,Associate's,Social Media Campaigns,Flexible work hours
776327,Barbie McClenaghan,Operations,Maintenance Supervisor,"€46895,75",Irish,8/15/2023,Part-Time,4.3,Associate's,Customer Support,Health insurance
822912,Laurent Simonsson,Operations,Social Media Specialist,"€62465,08",Stamp 1,1/12/2024,Full-Time,2.6,Master's,Social Media Campaigns,Health insurance
811124,Brandais Farish,Customer Service,Maintenance Supervisor,"€35494,02",Stamp 1,3/25/2024,Part-Time,2.2,Bachelor's,Social Media Campaigns,Employee discounts
837872,Junie Impson,Operations,Customer Support Agent,"€52966,04",Irish,4/26/2024,Part-Time,3.2,Master's,Bike Maintenance,Health insurance
737765,Kylen Menichino,Operations,Operations Manager,"€28116,17",Stamp 1,4/14/2024,Part-Time,2.5,Bachelor's,Implemented regular maintenance schedule,Employee stock options
852133,Tracy Stidson,Customer Service,Maintenance Supervisor,"€62690,41",Stamp 1,6/1/2023,Full-Time,4.8,Associate's,Customer Support,Gym membership
921567,Rosamond Ridgewell,Customer Service,Operations Manager,"€38906,12",Irish,3/17/2024,Part-Time,4.7,Associate's,Bike Maintenance,Gym membership
960052,Haleigh Densun,Operations,Bike Technician,"€65515,82",Stamp 4,2/22/2024,Part-Time,2.2,Master's,Social Media Campaigns,Gym membership
737526,Charo Speight,Customer Service,Social Media Specialist,"€38215,16",Stamp 1,10/19/2023,Temporary,3.6,High School,Implemented regular maintenance schedule,Employee discounts
769967,Rudyard McGrah,Marketing,Social Media Specialist,"€71863,49",Stamp 4,3/27/2024,Full-Time,3.9,High School,Implemented regular maintenance schedule,Gym membership
969233,Molli Samter,Marketing,Marketing Manager,"€26895,03",Irish,8/23/2023,Full-Time,2.7,Bachelor's,Bike Maintenance,Health insurance
776166,Kettie Boscher,Marketing,Operations Manager,"€41572,05",Stamp 4,2/21/2024,Contract,4.6,Master's,Marketing Campaigns,Health insurance
904572,Cliff Britney,Customer Service,Social Media Specialist,"€74939,19",Irish,7/27/2023,Contract,4.8,Bachelor's,Implemented regular maintenance schedule,Health insurance
945611,Raddy Threadgould,Operations,Customer Support Agent,"€50603,67",Stamp 4,9/7/2023,Contract,2.7,High School,Customer Support,Employee stock options
855305,Talya Monahan,Marketing,Maintenance Supervisor,"€35277,85",Stamp 1,7/3/2023,Contract,4.6,Associate's,Marketing Campaigns,Health insurance
816370,Finlay Ottey,Marketing,Bike Technician,"€49572,16",Irish,5/2/2024,Temporary,4.3,High School,Social Media Campaigns,Employee discounts
838921,Penrod Murrison,Marketing,Maintenance Supervisor,"€28591,36",Stamp 4,5/1/2024,Full-Time,3.6,Bachelor's,Marketing Campaigns,Employee discounts
833603,Kele McGavin,Operations,Marketing Manager,"€52688,38",Irish,12/17/2023,Temporary,4.3,High School,Marketing Campaigns,Employee discounts
879855,Papageno Lennox,Operations,Bike Technician,"€27838,29",Stamp 1,7/10/2023,Part-Time,2.6,High School,Social media takeover,Paid time off
729949,Edvard Grigor,Operations,Social Media Specialist,"€52620,04",Stamp 4,3/22/2024,Part-Time,2.9,Master's,Implemented regular maintenance schedule,Health insurance
854368,Bell Ghion,Operations,Marketing Manager,"€59773,69",Stamp 4,4/9/2024,Part-Time,4.3,High School,Bike Maintenance,Health insurance
872219,Bennett Grinikhinov,Marketing,Marketing Manager,"€32633,85",Stamp 4,8/8/2023,Part-Time,4.3,Master's,Marketing Campaigns,Flexible work hours
783838,Ringo Saul,Marketing,Maintenance Supervisor,"€44898,59",Stamp 1,3/2/2024,Temporary,2.4,High School,Social media takeover,Employee stock options
726617,Rayna Elbourn,Marketing,Bike Technician,"€45814,26",Irish,10/10/2023,Full-Time,4.2,Master's,Social Media Campaigns,Employee stock options
910852,Harley Thorius,Operations,Customer Support Agent,"€28523,69",Stamp 4,1/15/2024,Temporary,4.6,High School,Social media takeover,Health insurance
980884,Aldus Trulock,Operations,Bike Technician,"€70953,72",Irish,8/31/2023,Part-Time,3.6,Bachelor's,Marketing Campaigns,Health insurance
814513,Robinette Barrell,Customer Service,Maintenance Supervisor,"€49690,01",Stamp 4,11/8/2023,Part-Time,3.3,Master's,Implemented regular maintenance schedule,Flexible work hours
831101,Dolores Aronowicz,Marketing,Customer Service Manager,"€61501,35",Stamp 4,8/9/2023,Part-Time,2.8,Bachelor's,Implemented regular maintenance schedule,Health insurance
801080,Anastassia Woller,Operations,Maintenance Supervisor,"€36194,03",Stamp 1,4/26/2024,Contract,4.6,High School,Social Media Campaigns,Gym membership
969520,Nicky McKeighen,Operations,Marketing Manager,"€31089,64",Irish,1/23/2024,Contract,2.4,Master's,Marketing Campaigns,Health insurance
742950,Milo Weetch,Customer Service,Operations Manager,"€61188,08",Stamp 1,6/12/2023,Temporary,3.0,Master's,Implemented regular maintenance schedule,Employee discounts
739772,Elwira Choules,Operations,Bike Technician,"€50230,30",Stamp 4,6/6/2023,Full-Time,2.4,Bachelor's,Customer Support,Gym membership
700555,Rory Beller,Marketing,Customer Service Manager,"€74839,48",Stamp 4,6/1/2023,Contract,3.6,Bachelor's,Customer Support,Paid time off
805571,Hamel Berrane,Marketing,Social Media Specialist,"€24843,56",Stamp 1,11/21/2023,Temporary,2.7,Master's,Social Media Campaigns,Flexible work hours
907113,Emeline Senchenko,Operations,Marketing Manager,"€70931,22",Irish,2/14/2024,Part-Time,4.5,High School,Customer Support,Health insurance
844636,Wilow Allnutt,Customer Service,Marketing Manager,"€55961,31",Stamp 1,3/9/2024,Temporary,3.0,Associate's,Social Media Campaigns,Flexible work hours
851922,Gal Matschuk,Customer Service,Marketing Manager,"€33451,96",Stamp 1,8/3/2023,Part-Time,4.1,High School,Implemented regular maintenance schedule,Gym membership
846108,Kelcy Imrie,Customer Service,Social Media Specialist,"€74085,73",Stamp 1,6/25/2023,Temporary,2.8,Associate's,Social Media Campaigns,Employee stock options
748440,Thia Eymer,Customer Service,Operations Manager,"€68451,11",Stamp 1,11/19/2023,Contract,3.6,Bachelor's,Social Media Campaigns,Paid time off
808957,Becki Nussen,Marketing,Marketing Manager,"€45429,41",Stamp 1,9/16/2023,Temporary,4.4,High School,Implemented regular maintenance schedule,Paid time off
769074,Engracia Worling,Customer Service,Customer Support Agent,"€42256,29",Irish,12/11/2023,Temporary,2.8,Bachelor's,Social Media Campaigns,Employee stock options
820088,Eugenie Melding,Operations,Social Media Specialist,"€74633,01",Irish,12/1/2023,Part-Time,3.6,Master's,Bike Maintenance,Gym membership
748824,Piggy Vuittet,Customer Service,Bike Technician,"€43101,47",Stamp 4,3/8/2024,Full-Time,4.2,Master's,Marketing Campaigns,Employee discounts
789469,See Stienton,Operations,Marketing Manager,"€69740,19",Stamp 1,5/28/2023,Full-Time,3.0,High School,Bike Maintenance,Paid time off
718894,Bernarr Picknett,Customer Service,Bike Technician,"€49036,60",Stamp 1,10/6/2023,Contract,2.5,Bachelor's,Social Media Campaigns,Health insurance
936216,Zaneta Daldry,Marketing,Bike Technician,"€66327,77",Stamp 4,4/30/2024,Contract,4.0,Associate's,Customer Support,Employee stock options
878115,Lacie Pawley,Customer Service,Customer Support Agent,"€35056,43",Irish,6/1/2023,Part-Time,3.9,Associate's,Bike Maintenance,Health insurance
977807,Hercules Collingham,Marketing,Operations Manager,"€44434,25",Stamp 4,8/31/2023,Full-Time,4.6,High School,Marketing Campaigns,Employee discounts
868345,Ingar Myerscough,Marketing,Social Media Specialist,"€54888,72",Irish,3/25/2024,Contract,2.4,High School,Marketing Campaigns,Health insurance
886070,Hubey Briars,Marketing,Marketing Manager,"€72997,17",Stamp 1,4/7/2024,Temporary,2.1,Master's,Social media takeover,Paid time off
903567,Aurora Sherar,Operations,Operations Manager,"€29509,56",Stamp 4,6/13/2023,Part-Time,4.2,Master's,Social media takeover,Gym membership
946318,Maighdiln Rapsey,Customer Service,Bike Technician,"€35418,36",Stamp 1,10/14/2023,Full-Time,2.8,Associate's,Marketing Campaigns,Employee stock options
865202,Thorndike Aynold,Operations,Social Media Specialist,"€24725,96",Stamp 1,5/29/2023,Part-Time,2.7,High School,Marketing Campaigns,Employee discounts
851426,Casi Jewel,Customer Service,Marketing Manager,"€52363,21",Stamp 1,7/2/2023,Full-Time,2.8,High School,Marketing Campaigns,Flexible work hours
808504,Eddie Richley,Operations,Social Media Specialist,"€52486,38",Irish,9/28/2023,Temporary,3.8,High School,Social media takeover,Health insurance
907230,Gerry Keave,Marketing,Customer Support Agent,"€74022,84",Irish,7/25/2023,Part-Time,4.8,High School,Bike Maintenance,Gym membership
901474,Bunnie Carlucci,Customer Service,Marketing Manager,"€32760,77",Stamp 1,4/9/2024,Temporary,3.6,High School,Bike Maintenance,Employee discounts
725811,Delila Le Provost,Operations,Bike Technician,"€31985,36",Stamp 1,10/4/2023,Temporary,2.8,Bachelor's,Customer Support,Flexible work hours
807969,Candice Hans,Operations,Maintenance Supervisor,"€37173,54",Irish,11/10/2023,Part-Time,3.1,High School,Customer Support,Employee stock options
970309,Elora Brisard,Marketing,Social Media Specialist,"€47923,68",Stamp 4,11/27/2023,Full-Time,4.4,High School,Social media takeover,Paid time off
745948,Rog MacEnelly,Marketing,Bike Technician,"€56026,08",Irish,2/29/2024,Temporary,4.0,High School,Customer Support,Health insurance
823103,Berton Ivanishin,Customer Service,Customer Service Manager,"€31881,64",Stamp 1,11/20/2023,Contract,3.2,Master's,Bike Maintenance,Employee stock options
982029,Eduardo Gouldeby,Operations,Maintenance Supervisor,"€57654,58",Stamp 4,5/24/2023,Full-Time,2.3,High School,Customer Support,Employee stock options
774682,Cordy Trenaman,Marketing,Marketing Manager,"€63767,72",Stamp 4,7/22/2023,Full-Time,4.6,High School,Social media takeover,Employee discounts
972283,Harlin Kramer,Customer Service,Bike Technician,"€66323,75",Stamp 1,3/3/2024,Full-Time,3.0,Bachelor's,Marketing Campaigns,Gym membership
855552,Claire Geeson,Customer Service,Operations Manager,"€50898,78",Stamp 1,2/26/2024,Full-Time,4.4,Bachelor's,Implemented regular maintenance schedule,Flexible work hours
866444,Vincent Phelps,Customer Service,Marketing Manager,"€39244,23",Irish,5/24/2023,Full-Time,2.7,Associate's,Bike Maintenance,Flexible work hours
903053,Pammi Galliford,Marketing,Customer Support Agent,"€53258,15",Stamp 4,2/17/2024,Part-Time,3.1,Bachelor's,Marketing Campaigns,Paid time off
788654,Editha Wain,Customer Service,Marketing Manager,"€71160,64",Stamp 4,10/9/2023,Contract,2.5,Bachelor's,Implemented regular maintenance schedule,Employee discounts
935791,Abagail Beadle,Customer Service,Operations Manager,"€40573,15",Stamp 4,12/26/2023,Contract,4.6,Associate's,Marketing Campaigns,Health insurance
702610,Kippy Povall,Marketing,Customer Support Agent,"€26292,24",Stamp 1,6/21/2023,Full-Time,4.7,High School,Social media takeover,Employee discounts
840569,Mead Lemerie,Operations,Operations Manager,"€38671,03",Stamp 1,9/4/2023,Contract,2.5,Master's,Customer Support,Paid time off
920646,Carmel Neale,Operations,Maintenance Supervisor,"€46881,26",Irish,12/18/2023,Contract,4.5,Bachelor's,Marketing Campaigns,Paid time off
735758,Kippy Deuss,Customer Service,Maintenance Supervisor,"€57587,04",Irish,8/26/2023,Temporary,2.6,Bachelor's,Customer Support,Employee discounts
923541,Mortie Simounet,Operations,Maintenance Supervisor,"€53035,52",Stamp 4,2/20/2024,Contract,2.9,High School,Marketing Campaigns,Gym membership
951699,Kimmie Spellesy,Marketing,Customer Service Manager,"€59342,98",Irish,7/17/2023,Part-Time,3.9,Bachelor's,Bike Maintenance,Health insurance
711049,Florri Divell,Marketing,Maintenance Supervisor,"€72481,69",Irish,9/3/2023,Part-Time,3.2,High School,Social media takeover,Flexible work hours
708280,Stormie Muris,Operations,Bike Technician,"€62987,35",Stamp 4,12/18/2023,Temporary,4.2,Bachelor's,Implemented regular maintenance schedule,Health insurance
785536,Shawn Bowmer,Customer Service,Bike Technician,"€28245,76",Irish,5/26/2023,Temporary,3.0,Bachelor's,Social media takeover,Health insurance
841393,Kalina Jobbings,Marketing,Bike Technician,"€39224,77",Stamp 4,11/16/2023,Part-Time,4.5,High School,Social media takeover,Paid time off
784408,Van Ivens,Operations,Bike Technician,"€69622,36",Irish,9/27/2023,Temporary,3.2,Master's,Implemented regular maintenance schedule,Flexible work hours
950610,Merrel Wasmer,Customer Service,Maintenance Supervisor,"€28902,52",Stamp 1,10/1/2023,Part-Time,4.4,Master's,Bike Maintenance,Employee stock options
811023,Upton Gudgin,Customer Service,Bike Technician,"€62799,00",Irish,1/5/2024,Temporary,2.2,Associate's,Social Media Campaigns,Employee stock options
734504,Audry Graber,Operations,Social Media Specialist,"€56950,82",Irish,11/16/2023,Full-Time,4.7,Associate's,Bike Maintenance,Employee stock options
818790,Jobyna Ortner,Marketing,Marketing Manager,"€67851,92",Stamp 1,4/30/2024,Part-Time,2.5,Bachelor's,Customer Support,Paid time off
982962,Linnie Hercules,Operations,Social Media Specialist,"€35255,00",Stamp 4,9/3/2023,Temporary,2.4,Associate's,Social media takeover,Paid time off
771866,Imogene Jolliffe,Marketing,Operations Manager,"€34473,26",Stamp 4,12/21/2023,Temporary,4.7,Master's,Bike Maintenance,Flexible work hours
969287,Ransom Papierz,Operations,Customer Service Manager,"€51518,72",Stamp 1,11/29/2023,Part-Time,2.3,Master's,Social media takeover,Health insurance
716152,Byrom Otson,Customer Service,Customer Support Agent,"€72096,04",Stamp 4,2/7/2024,Temporary,2.8,Master's,Customer Support,Gym membership
717875,Brendis Enrich,Customer Service,Social Media Specialist,"€31598,22",Stamp 1,2/5/2024,Contract,3.1,Master's,Implemented regular maintenance schedule,Employee stock options
904258,Samantha Hinder,Operations,Operations Manager,"€44323,18",Stamp 1,9/3/2023,Contract,3.1,High School,Marketing Campaigns,Employee discounts
934655,Lilllie Readings,Operations,Customer Support Agent,"€71277,07",Stamp 1,12/13/2023,Part-Time,3.5,Master's,Social Media Campaigns,Employee discounts
871152,Chrysler Kobes,Marketing,Operations Manager,"€35086,52",Irish,9/2/2023,Contract,4.4,High School,Customer Support,Employee discounts
837379,Carling Davenall,Customer Service,Customer Service Manager,"€71597,01",Stamp 1,10/10/2023,Contract,3.9,Associate's,Marketing Campaigns,Employee discounts
795092,Andre Turbat,Marketing,Operations Manager,"€51035,63",Irish,6/20/2023,Temporary,2.7,Master's,Social Media Campaigns,Employee stock options
928119,Samaria Thurber,Marketing,Customer Support Agent,"€41865,18",Stamp 4,3/28/2024,Temporary,4.2,Associate's,Implemented regular maintenance schedule,Gym membership
729966,Joleen Deinhard,Marketing,Social Media Specialist,"€36836,81",Irish,3/20/2024,Full-Time,4.2,Bachelor's,Social media takeover,Health insurance
785800,Jordana Croyden,Customer Service,Marketing Manager,"€43514,23",Stamp 1,2/14/2024,Full-Time,2.9,Bachelor's,Customer Support,Employee stock options
807781,Codi Trewett,Customer Service,Customer Service Manager,"€59096,41",Irish,4/1/2024,Contract,3.6,High School,Implemented regular maintenance schedule,Gym membership
985545,Oswald Humbatch,Customer Service,Maintenance Supervisor,"€50223,49",Stamp 4,1/27/2024,Full-Time,2.2,Master's,Bike Maintenance,Employee discounts
942227,Lennard Hannah,Marketing,Customer Service Manager,"€64089,29",Stamp 4,6/6/2023,Part-Time,3.7,Bachelor's,Social media takeover,Gym membership
903769,Starlene Cordle,Marketing,Marketing Manager,"€47137,46",Stamp 1,10/7/2023,Temporary,3.1,Master's,Customer Support,Gym membership
986863,Brad Myatt,Customer Service,Customer Support Agent,"€65025,84",Stamp 1,3/15/2024,Full-Time,3.3,High School,Implemented regular maintenance schedule,Gym membership
920170,Gwenny Saban,Operations,Bike Technician,"€50211,28",Stamp 4,6/12/2023,Full-Time,2.8,Associate's,Social media takeover,Paid time off
703179,Connor Volet,Marketing,Social Media Specialist,"€73019,51",Irish,3/14/2024,Full-Time,3.9,High School,Marketing Campaigns,Paid time off
936126,Faun Kaindl,Marketing,Customer Support Agent,"€39179,57",Stamp 4,7/13/2023,Full-Time,4.5,Master's,Social Media Campaigns,Health insurance
846780,Cly Merredy,Marketing,Maintenance Supervisor,"€30552,45",Irish,9/27/2023,Full-Time,3.1,High School,Social Media Campaigns,Health insurance
982436,Heywood Nutley,Operations,Bike Technician,"€26275,60",Stamp 4,9/21/2023,Temporary,4.3,Associate's,Marketing Campaigns,Employee stock options
725836,Claiborne Littledyke,Marketing,Customer Service Manager,"€68842,96",Stamp 1,3/19/2024,Temporary,4.6,Master's,Implemented regular maintenance schedule,Employee discounts
803605,Rafe Tschersich,Customer Service,Maintenance Supervisor,"€73537,31",Stamp 1,11/22/2023,Contract,3.9,Master's,Social media takeover,Flexible work hours
831530,Sly Skirrow,Customer Service,Bike Technician,"€69813,70",Stamp 4,8/27/2023,Full-Time,2.3,Master's,Social media takeover,Health insurance
752987,Sela Henken,Marketing,Bike Technician,"€37125,30",Stamp 4,5/1/2024,Temporary,3.4,High School,Marketing Campaigns,Health insurance
846036,Arabella Sentance,Customer Service,Social Media Specialist,"€50817,76",Irish,12/22/2023,Temporary,2.1,Master's,Bike Maintenance,Employee stock options
853429,Lucias Sail,Operations,Bike Technician,"€27052,06",Stamp 1,11/27/2023,Contract,3.3,High School,Social Media Campaigns,Gym membership
705843,Bunni Diwell,Operations,Customer Service Manager,"€67935,06",Stamp 1,5/18/2023,Temporary,3.6,High School,Social Media Campaigns,Gym membership
792157,Lars Grouer,Operations,Marketing Manager,"€59806,50",Stamp 1,9/28/2023,Full-Time,3.2,Associate's,Social Media Campaigns,Employee stock options
955858,Avrit Hansberry,Operations,Customer Service Manager,"€24694,15",Irish,7/6/2023,Part-Time,3.8,Bachelor's,Bike Maintenance,Paid time off
829232,Jaimie Aspin,Marketing,Operations Manager,"€56274,19",Irish,4/14/2024,Temporary,3.4,Bachelor's,Bike Maintenance,Gym membership
899453,Gar Akker,Operations,Maintenance Supervisor,"€30910,44",Stamp 4,1/27/2024,Full-Time,2.3,High School,Implemented regular maintenance schedule,Employee discounts
906585,Carleton Larmett,Marketing,Social Media Specialist,"€59505,70",Stamp 1,12/23/2023,Temporary,4.5,Master's,Customer Support,Gym membership
752527,Violante Bianco,Marketing,Marketing Manager,"€41147,48",Irish,10/18/2023,Part-Time,4.0,Master's,Implemented regular maintenance schedule,Employee stock options
716577,Mame Matterdace,Customer Service,Customer Service Manager,"€27483,45",Stamp 1,3/19/2024,Full-Time,3.4,Master's,Social media takeover,Gym membership
918575,Dulcie Simecek,Customer Service,Customer Service Manager,"€68779,52",Stamp 1,12/27/2023,Contract,3.3,Master's,Customer Support,Employee stock options
939306,Hillier Moses,Operations,Customer Service Manager,"€56474,60",Stamp 4,10/25/2023,Part-Time,2.7,Bachelor's,Bike Maintenance,Flexible work hours
849424,Monique Olenchenko,Marketing,Operations Manager,"€62227,36",Stamp 1,7/4/2023,Temporary,4.7,Bachelor's,Social media takeover,Health insurance
716014,Wells Bygott,Marketing,Social Media Specialist,"€73825,62",Irish,2/10/2024,Contract,4.4,High School,Social media takeover,Health insurance
736626,June Oene,Customer Service,Operations Manager,"€42386,42",Stamp 4,11/10/2023,Full-Time,2.7,Master's,Social Media Campaigns,Health insurance
836614,Olia Ruseworth,Customer Service,Marketing Manager,"€33775,78",Irish,3/7/2024,Contract,2.4,Associate's,Customer Support,Employee discounts
981194,Natalya Baker,Operations,Customer Service Manager,"€67231,98",Stamp 4,6/23/2023,Part-Time,2.7,Associate's,Social media takeover,Flexible work hours
954256,Alvina Trewinnard,Customer Service,Customer Support Agent,"€37415,63",Irish,6/26/2023,Contract,2.2,Associate's,Social Media Campaigns,Flexible work hours
791141,Maryl Duberry,Customer Service,Social Media Specialist,"€33655,64",Irish,4/27/2024,Temporary,2.5,Associate's,Implemented regular maintenance schedule,Gym membership
765726,Millisent Soule,Operations,Bike Technician,"€67912,10",Irish,2/22/2024,Part-Time,2.5,Master's,Bike Maintenance,Paid time off
847530,Claiborne Fegan,Customer Service,Marketing Manager,"€74085,80",Irish,4/26/2024,Part-Time,2.8,Master's,Marketing Campaigns,Employee discounts
765763,Florinda Letixier,Marketing,Customer Support Agent,"€36125,12",Stamp 4,2/28/2024,Full-Time,3.2,High School,Implemented regular maintenance schedule,Gym membership
938342,Ginnie Courtonne,Marketing,Marketing Manager,"€28805,45",Irish,7/19/2023,Part-Time,3.1,Bachelor's,Bike Maintenance,Employee discounts
741248,Patrica Parker,Customer Service,Operations Manager,"€62176,61",Stamp 4,1/23/2024,Contract,2.9,High School,Social Media Campaigns,Health insurance
910005,Franklin Privost,Marketing,Customer Service Manager,"€74367,64",Irish,11/8/2023,Temporary,3.0,High School,Bike Maintenance,Gym membership
815605,Thain Tuddall,Customer Service,Customer Support Agent,"€59864,70",Stamp 4,3/26/2024,Temporary,2.1,High School,Marketing Campaigns,Employee stock options
774340,Krissie Paule,Customer Service,Maintenance Supervisor,"€48549,61",Stamp 4,1/18/2024,Part-Time,2.8,High School,Implemented regular maintenance schedule,Flexible work hours
822080,Prescott Hawksley,Operations,Marketing Manager,"€33386,23",Irish,2/18/2024,Contract,4.1,Associate's,Implemented regular maintenance schedule,Health insurance
733818,Weber Leppo,Operations,Operations Manager,"€73993,76",Stamp 4,4/5/2024,Contract,3.2,High School,Bike Maintenance,Employee stock options
832381,Sonnnie Lucas,Marketing,Bike Technician,"€57357,66",Stamp 4,6/16/2023,Full-Time,2.1,High School,Social media takeover,Employee stock options
722144,Fina Dorsey,Marketing,Operations Manager,"€33340,60",Stamp 1,6/4/2023,Part-Time,4.2,Master's,Customer Support,Health insurance
970242,Marnia Gare,Operations,Customer Service Manager,"€59555,96",Irish,8/23/2023,Temporary,2.5,Bachelor's,Implemented regular maintenance schedule,Paid time off
979247,Julianna Tattersall,Marketing,Customer Support Agent,"€40759,39",Stamp 1,2/25/2024,Temporary,3.1,High School,Bike Maintenance,Health insurance
770452,Giffie Livsey,Customer Service,Operations Manager,"€24847,75",Stamp 1,4/18/2024,Part-Time,4.7,High School,Marketing Campaigns,Health insurance
745443,Fabien Foster,Marketing,Operations Manager,"€64961,75",Stamp 1,5/11/2024,Temporary,4.8,Bachelor's,Bike Maintenance,Employee discounts
962408,Leilah Guidera,Marketing,Maintenance Supervisor,"€32876,52",Irish,5/25/2023,Contract,3.3,Bachelor's,Social media takeover,Employee discounts
746597,Perrine Agerskow,Customer Service,Social Media Specialist,"€56218,83",Stamp 4,2/21/2024,Contract,2.0,Associate's,Social Media Campaigns,Employee discounts
944537,Sibyl Elland,Operations,Social Media Specialist,"€66993,62",Stamp 1,5/20/2023,Part-Time,3.1,Master's,Implemented regular maintenance schedule,Flexible work hours
774746,Meryl Cowlishaw,Customer Service,Bike Technician,"€63109,94",Stamp 4,4/28/2024,Full-Time,4.2,Bachelor's,Implemented regular maintenance schedule,Paid time off
870503,Brander Rowler,Marketing,Social Media Specialist,"€66171,95",Irish,12/10/2023,Part-Time,2.4,High School,Social media takeover,Flexible work hours
813818,Elliot Jorden,Customer Service,Customer Support Agent,"€55618,83",Irish,3/12/2024,Temporary,3.2,High School,Marketing Campaigns,Flexible work hours
757098,Xerxes Croix,Customer Service,Social Media Specialist,"€25685,12",Stamp 1,11/3/2023,Temporary,2.3,High School,Marketing Campaigns,Employee stock options
984607,Valaria Horley,Customer Service,Customer Support Agent,"€67318,15",Stamp 4,9/11/2023,Contract,4.7,Bachelor's,Bike Maintenance,Employee discounts
732300,Lek Giannasi,Customer Service,Operations Manager,"€61046,51",Stamp 4,6/14/2023,Contract,3.0,Master's,Marketing Campaigns,Paid time off
813310,Olive Gosnay,Customer Service,Social Media Specialist,"€30987,33",Stamp 1,3/15/2024,Full-Time,2.7,Bachelor's,Bike Maintenance,Flexible work hours
777206,Chloette Leggin,Customer Service,Bike Technician,"€34374,49",Stamp 1,3/6/2024,Part-Time,2.4,Associate's,Social media takeover,Gym membership
716549,Kylynn Dabrowski,Marketing,Customer Support Agent,"€62461,07",Irish,1/20/2024,Contract,3.7,Bachelor's,Social media takeover,Paid time off
826387,Joaquin Rosenblatt,Operations,Social Media Specialist,"€32977,52",Irish,1/22/2024,Contract,3.7,Associate's,Bike Maintenance,Paid time off
